# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
19594 2990 0  6028
       99      2605 -1.9129093082666659563e-032
       99      2606 -0.073377212938943073284
       99      2621 9.5030068146666053398e-033
       99      2622 -9.2929678909524360275e-008
      100      2581 -1.2992053424666650995e-033
      100      2582 -1.310687283632406321e-009
      100      2585 2.5646915492666814454e-033
      100      2586 3.6560134042060480625e-008
      100      2601 -8.7957455399927561854e-035
      100      2602 3.581869935725410326e-008
      100      2605 -2.659591318466665167e-033
      100      2606 3.515973579065164511e-008
      100      2621 1.3127078660666581493e-033
      100      2622 1.3244324699996893805e-009
      101      2561 -9.4087288593333174377e-033
      101      2562 7.8308319864141273658e-008
      101      2565 1.8695795288666782917e-032
      101      2566 -0.072643423502588497231
      101      2581 -3.1078412333331421828e-034
      101      2582 -0.072826728072937108038
      101      2585 -1.9033681575333427576e-032
      101      2586 -0.07301007597685640893
      101      2601 9.4560091859999873307e-033
      101      2602 -8.5530581577300535123e-008
      102      2561 -1.2857707730666648573e-033
      102      2562 -1.2943069850097772343e-009
      102      2565 2.5380867754666830246e-033
      102      2566 3.2902837328909919035e-008
      102      2581 -8.7325230766663059377e-035
      102      2582 3.2060970222352556383e-008
      102      2585 -2.632129820600013506e-033
      102      2586 3.1317384907530904144e-008
      102      2601 1.2992053424666649284e-033
      102      2602 1.3106872836323616533e-009
      103      2541 -9.36116575466668118e-033
      103      2542 7.1267851546423510722e-008
      103      2545 1.860208492933297468e-032
      103      2546 -0.072276595490788894671
      103      2561 -3.1120692366703707003e-034
      103      2562 -0.072459831758644593913
      103      2565 -1.8939120148666785157e-032
      103      2566 -0.072643110269309293936
      103      2581 9.4087288593333174377e-033
      103      2582 -7.8308319747914800768e-008
      104      2541 -1.2724043230666690634e-033
      104      2542 -1.2765341061157892235e-009
      104      2545 2.5118030134666178639e-033
      104      2546 2.9470234411866263686e-008
      104      2561 -8.6696001666716600504e-035
      104      2562 2.8544603263686744086e-008
      104      2565 -2.604996316800016774e-033
      104      2566 2.7725609388870868001e-008
      104      2581 1.2857707730666648573e-033
      104      2582 1.2943069850097288442e-009
      105      2521 -9.3155520053333287212e-033
      105      2522 6.442570080200660243e-008
      105      2525 1.8510857870666745693e-032
      105      2526 -0.07191842099897134688
      105      2541 -3.0270135733302585245e-034
      105      2542 -0.072097345182724412171
      105      2545 -1.8842578089333402453e-032
      105      2546 -0.072276310419382761019
      105      2561 9.3611657546666866539e-033
      105      2562 -7.1267851684334027063e-008
      106      2521 -1.2594027771999989185e-033
      106      2522 -1.2586526968635956328e-009
      106      2525 2.4860570764000105315e-033
      106      2526 2.6239716671178058939e-008
      106      2541 -8.4883238799960980526e-035
      106      2542 2.5248263101533928681e-008
      106      2545 -2.5778142788000101519e-033
      106      2546 2.4364097987403171312e-008
      106      2561 1.2724043230666697477e-033
      106      2562 1.2765341061158413359e-009
      107      2501 -9.2675646859999239267e-033
      107      2502 5.7751806384863380028e-008
      107      2505 1.8415591175333400697e-032
      107      2506 -0.071551909713230693599
      107      2521 -3.11841445667057269e-034
      107      2522 -0.071735016483016139643
      107      2525 -1.8751350150666752565e-032
      107      2526 -0.07191816329616829151
      107      2541 9.3155520053333259843e-033
      107      2542 -6.4425700727413492963e-008
      108      2501 -1.2461883065333228585e-033
      108      2502 -1.2403414038060187931e-009
      108      2505 2.4599779444000089885e-033
      108      2506 2.318653719731583777e-008
      108      2521 -8.5431456000051323858e-035
      108      2522 2.2140887661346989967e-008
      108      2525 -2.5515540324000101169e-033
      108      2526 2.1205105883723695433e-008
      108      2541 1.2594027771999987475e-033
      108      2542 1.2586526968635710242e-009
      109      2481 -9.2226427393333344614e-033
      109      2482 5.1273360002213053122e-008
      109      2485 1.8326455141999999356e-032
      109      2486 -0.071198287328523790496
      109      2501 -2.9887205333352792227e-034
      109      2502 -0.071374963581925604528
      109      2505 -1.8654667568666544069e-032
      109      2506 -0.071551678706005220065
      109      2521 9.2675646860000826676e-033
      109      2522 -5.775180641001687043e-008
      110      2481 -1.2334823301333335061e-033
      110      2482 -1.2236699291553167344e-009
      110      2485 2.4349098109333337257e-033
      110      2486 2.0299558164763208948e-008
      110      2501 -8.3050664600025550793e-035
      110      2502 1.9212350449475372565e-008
      110      2505 -2.5247752817333159726e-033
      110      2506 1.8225171582091746054e-008
      110      2521 1.2461883065333442406e-033
      110      2522 1.2403414038060473309e-009
      111      2461 -9.1753471386666718159e-033
      111      2462 4.4951604721496507544e-008
      111      2465 1.8231864083999984579e-032
      111      2466 -0.070836318274333870404
      111      2481 -3.0801266766669089227e-034
      111      2482 -0.071017181289443023773
      111      2485 -1.8564115815333335752e-032
      111      2486 -0.071198082235083795521
      111      2501 9.2226427393333344614e-033
      111      2502 -5.1273360002213053122e-008
      112      2461 -1.2205641163333334481e-033
      112      2462 -1.2077800945243192935e-009
      112      2465 2.4093250109999971372e-033
      112      2466 1.7550705052721833413e-008
      112      2481 -8.3601890700005346898e-035
      112      2482 1.6430122246538883395e-008
      112      2485 -2.4990195095999999565e-033
      112      2486 1.5404878448141943665e-008
      112      2501 1.2334823301333335061e-033
      112      2502 1.2236699291553167344e-009
      113      2441 -9.1298592266666896242e-033
      113      2442 3.8795727212367903114e-008
      113      2445 1.8143011273332977201e-032
      113      2446 -0.070482982139447550307
      113      2461 -2.9972033466684489702e-034
      113      2462 -0.070659541836048930796
      113      2465 -1.846952447066665342e-032
      113      2466 -0.070836138467914963601
      113      2481 9.1753471386666718159e-033
      113      2482 -4.4951604742313189256e-008
      114      2441 -1.2079840880000027261e-033
      114      2442 -1.1943352181768890077e-009
      114      2445 2.3846853059999526181e-033
      114      2446 1.4931730739849610788e-008
      114      2461 -8.186315916669017165e-035
      114      2462 1.3785323078194826984e-008
      114      2465 -2.4729314543333298129e-033
      114      2466 1.2719584674624556239e-008
      114      2481 1.2205641163333334481e-033
      114      2482 1.207780094524323843e-009
      115      2421 -9.085204414000095538e-033
      115      2422 3.2788933717470269968e-008
      115      2425 1.8052994071333280059e-032
      115      2426 -0.070134028410168330891
      115      2441 -2.9568021899979476566e-034
      115      2442 -0.070308409662973025966
      115      2445 -1.8376425633333389918e-032
      115      2446 -0.070482826956538707774
      115      2461 9.1298592266666882557e-033
      115      2462 -3.8795727363288845524e-008
      116      2421 -1.195610245600012339e-033
      116      2422 -1.1833416499536167556e-009
      116      2425 2.3600902531999909405e-033
      116      2426 1.2419037240324090878e-008
      116      2441 -8.0701923599971648869e-035
      116      2442 1.1253732849063288528e-008
      116      2445 -2.447251046000006627e-033
      116      2446 1.0154389867142107696e-008
      116      2461 1.207984088000002555e-033
      116      2462 1.1943352181769158911e-009
      117      2401 -9.0383173940000194462e-033
      117      2402 2.6903303024586322501e-008
      117      2405 1.7959927711332806061e-032
      117      2406 -0.069776715434746394706
      117      2421 -3.046089966663978455e-034
      117      2422 -0.069955288687697306238
      117      2425 -1.8287823584666406917e-032
      117      2426 -0.070133897254432794877
      117      2441 9.0852044139999436394e-033
      117      2442 -3.2788933869258574116e-008
      118      2401 -1.1830448194000028458e-033
      118      2402 -1.1747608474867989066e-009
      118      2405 2.3352935344665984487e-033
      118      2406 9.9997219765405267883e-009
      118      2421 -8.1224875966629144126e-035
      118      2422 8.8169539011246635476e-009
      118      2425 -2.422350729199966729e-033
      118      2426 7.6856706405096147567e-009
      118      2441 1.1956102455999924964e-033
      118      2442 1.1833416499536188236e-009
      119      2381 -8.9944956873333677486e-033
      119      2382 2.1140835409529101785e-008
      119      2385 1.7872991984666361886e-032
      119      2386 -0.069432269132900431563
      119      2401 -2.9164006000024442879e-034
      119      2402 -0.069604421189814580373
      119      2405 -1.8193341864666935084e-032
      119      2406 -0.069776607821534664122
      119      2421 9.0383173940000139724e-033
      119      2422 -2.6903303147751689295e-008
      120      2381 -1.1709718514000046223e-033
      120      2382 -1.1699445763739916705e-009
      120      2385 2.3114759871332941589e-033
      120      2386 7.6590408978708891434e-009
      120      2401 -7.8923782000031991904e-035
      120      2402 6.4654109288937039541e-009
      120      2405 -2.3968857431333688017e-033
      120      2406 5.3006785865934130529e-009
      120      2421 1.1830448194000019905e-033
      120      2422 1.1747608474868117279e-009
      121      2361 -8.9483002346666474103e-033
      121      2362 1.5470758770418091554e-008
      121      2365 1.7780601122666828187e-032
      121      2366 -0.069079456946474215862
      121      2381 -3.0078117899934081985e-034
      121      2382 -0.069255803747785574243
      121      2385 -1.8104990764666359195e-032
      121      2386 -0.069432184569558214049
      121      2401 8.9944956873333663801e-033
      121      2402 -2.1140835699227922273e-008
      122      2361 -1.158689802399997355e-033
      122      2362 -1.1681370299630908547e-009
      122      2365 2.2871506254666885355e-033
      122      2366 5.3796318985883353741e-009
      122      2381 -7.9476543499914656495e-035
      122      2382 4.1740246062489734129e-009
      122      2385 -2.3724114184666268276e-033
      122      2386 2.9792625923749754009e-009
      122      2401 1.1709718514000044512e-033
      122      2402 1.1699445763740135908e-009
      123      2341 -8.9039124773333561294e-033
      123      2342 9.8821194213782881377e-009
      123      2345 1.7693948621333602219e-032
      123      2346 -0.068735259516199853635
